Type,Category,Name,Description,Units,Possible Reasons for blank values
Dimension,Audio Signal,First Send Signal Level,"Average energy level of sent audio for audio classified as mono speech, or left channel of stereo speech by the first endpoint. Values grouped by range. <br/> **Example value:** 055: [-15 - -10)",,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Send Signal Level,"Average energy level of sent audio for audio classified as mono speech, or left channel of stereo speech by the second endpoint. Values grouped by range. <br/> **Example value:** 055: [-15 - -10)",,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Audio Signal,First Recv Signal Level,"Average energy level of received audio for audio classified as mono speech, or left channel of stereo speech by the first endpoint. Values grouped by range. <br/> **Example value:** 056: [-10 - -5)",,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Recv Signal Level,"Average energy level of received audio for audio classified as mono speech, or left channel of stereo speech by the second endpoint. Values grouped by range. <br/> **Example value:** 056: [-10 - -5)",,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Audio Signal,First Send Noise Level,Average energy level of audio classified as mono noise or stereo left channel noise sent by the first endpoint. Values grouped by range. <br/> **Example value:** 048: [-50 - -45),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Send Noise Level,Average energy level of audio classified as mono noise or stereo left channel noise by the second endpoint. Values grouped by range. <br/> **Example value:** 048: [-50 - -45),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Audio Signal,First Recv Noise Level,Average energy level of mono noise or stereo left channel noise received by the first endpoint. Values grouped by range. <br/> **Example value:** 048: [-50 - -45),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Recv Noise Level,Average energy level of mono noise or stereo left channel noise received by the second endpoint. Values grouped by range. <br/> **Example value:** 048: [-50 - -45),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Audio Signal,First Initial Signal Level RMS,The root-mean-square (RMS) of the received signal for the first 30 seconds of the call for the first endpoint. See [2.2.1.28.1 Child Elements](/openspecs/office_protocols/ms-qoe/3c78f383-73fe-49f6-89cb-614e7aa8b2e7),,
Dimension,Audio Signal,Second Initial Signal Level RMS,The root-mean-square (RMS) of the received signal for the first 30 seconds of the call for the second endpoint. See [2.2.1.28.1 Child Elements](/openspecs/office_protocols/ms-qoe/3c78f383-73fe-49f6-89cb-614e7aa8b2e7) for more information.,,
Dimension,Audio Signal,First RxAGC Signal Level,Signal level received at the automatic gain control (AGC) for the first inbound audio stream.,,
Dimension,Audio Signal,Second RxAGC Signal Level,Signal level received at the automatic gain control (AGC) for the second inbound audio stream.,,
Dimension,Audio Signal,First RxAGC Noise Level,Noise level received at the automatic gain control (AGC) for the first inbound audio stream.,,
Dimension,Audio Signal,Second RxAGC Noise Level,Noise level received at the automatic gain control (AGC) for the second inbound audio stream.,,
Dimension,Audio Signal,First Render Loopback Signal Level,Loopback signal level for the first inbound audio stream.,,
Dimension,Audio Signal,Second Render Loopback Signal Level,Loopback signal level for the Second inbound audio stream.,,
Dimension,Client Event,First Network Send Quality Event Ratio,Fraction of the call that the first endpoint detected the network was causing poor quality of the audio sent. Values grouped by range. <br/> **Example value:** 015: [0.01 - 0.02),,&bull; Indicates a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Network Send Quality Event Ratio,Fraction of the call that the second endpoint detected the network was causing poor quality of the audio sent. Values grouped by range. <br/> **Example value:** 015: [0.01 - 0.02),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Network Receive Quality Event Ratio,Fraction of the call that the first endpoint detected the network was causing poor quality of the audio received. Values grouped by range. <br/> **Example value:** 015: [0.01 - 0.02),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Network Receive Quality Event Ratio,Fraction of the call that the second endpoint detected the network was causing poor quality of the audio received. Values grouped by range. <br/> **Example value:** 015: [0.01 - 0.02),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First CPU Insufficient Event Ratio,Fraction of the call that the first endpoint detected the CPU resources available were insufficient and caused poor quality of the audio sent and received. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second CPU Insufficient Event Ratio,Fraction of the call that the second endpoint detected the CPU resources available were insufficient and caused poor quality of the audio sent and received. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device HalfDuplex AEC Event Ratio,"Fraction of the call that the first endpoint detected issues and operated the acoustic echo canceler in half-duplex mode, which impacted the ability to have real-time two-way communication. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03)",,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device HalfDuplex AEC Event Ratio,"Fraction of the call that the second endpoint detected issues and operated the acoustic echo canceler in half-duplex mode, which impacted the ability to have real-time two-way communication. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03)",,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Render Not Functioning Event Ratio,Fraction of the call that the first endpoint detected the render device wasn't working properly. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Render Not Functioning Event Ratio,Fraction of the call that the second endpoint detected the render device wasn't working properly. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Capture Not Functioning Event Ratio,Fraction of the call that the first endpoint detected the capture device wasn't working properly. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Capture Not Functioning Event Ratio,Fraction of the call that the second endpoint detected the capture device wasn't working properly. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Glitches Event Ratio,Fraction of the call that the first endpoint detected as glitches or gaps that caused poor quality of the audio being sent or received. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Glitches Event Ratio,Fraction of the call that the second endpoint detected as glitches or gaps in the audio that caused poor quality of the audio being sent or received. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Low SNR Event Ratio,Fraction of the call that the first endpoint detected low speech to noise level that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Low SNR Event Ratio,Fraction of the call that the second endpoint detected low speech to noise level that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Low Speech Level Event Ratio,Fraction of the call that the first endpoint detected low speech level that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Low Speech Level Event Ratio,Fraction of the call that the second endpoint detected low speech level that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Clipping Event Ratio,Fraction of the call that the first endpoint detected clipping in the captured audio that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Clipping Event Ratio,Fraction of the call that the second endpoint detected clipping in the captured audio that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Echo Event Ratio,Fraction of the call that the first endpoint detected echo that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Echo Event Ratio,Fraction of the call that the second endpoint detected echo that caused poor quality of the audio being sent. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device NearEnd To Echo Ratio Event Ratio,Fraction of the call where the first endpoint detected a ratio of near end signal to echo that caused poor quality audio. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device NearEnd To Echo Ratio Event Ratio,Fraction of the call that the second endpoint detected a ratio of near end signal to echo level that caused poor quality audio. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Render Zero Volume Event Ratio,Fraction of the call that first endpoint detected device render volume is set to 0. Values grouped by range.  <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Render Zero Volume Event Ratio,Fraction of the call that second endpoint detected device render volume is set to 0. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Render Mute Event Ratio,Fraction of the call that first endpoint detected device render is muted. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Render Mute Event Ratio,Fraction of the call that second endpoint detected device render is muted. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Multiple Endpoints Event Count,Number of times during the call that the first endpoint detected multiple endpoints in the same room or acoustic environment. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Multiple Endpoints Event Count,Number of times during the call that the second endpoint detected multiple endpoints in the same room or acoustic environment. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Device Howling Event Count,Number of times during the call that the first endpoint detected two or more endpoints in the same room that caused poor quality audio in the form of howling or screeching audio. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Client Event,Second Device Howling Event Count,Number of times during the call that the second endpoint detected two or more endpoints in the same room or acoustic environment that caused poor quality audio in the form of howling or screeching audio. Values grouped by range. <br/> **Example value:** 016: [0.02 - 0.03),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Client Event,First Web Video Capture Device Failure Event Count,,,
Dimension,Client Event,Second Web Video Capture Device Failure Event Count,,,
Dimension,Call Diagnostic,Error Report Sender,Indicates which endpoint sent the call error report for the stream. This report contains telemetry that might indicate call setup or call drop issues with the call. <br/> **Example value:** First,,&bull; Indicates no call error report was received.
Dimension,Call Diagnostic,Is Media Error,Indicates if the call error report for the stream was a media level error or not. This report contains telemetry that might indicate call setup or call drop issues with the call.,,&bull; Indicates no call error report was received.
Dimension,Call Diagnostic,Media Failure Type,"The type of media failure associated with the stream. <br/> Note: ""NotMediaFailure"" doesn't indicate a non-media failure occurred, only that no media failures occurred. MediaFailureUnknownType indicates a media failure is detected, but doesn't fall under the MidCall or CallSetup classifications due to either being an edge case scenario, or missing telemetry.",,&bull; Indicates no call error report was received.
Dimension,Call Diagnostic,Call Classification,"Reliability Classification assigned to the call. <br/> **Possible values**: Success, Failure, ClassificationUnavailable",,
Dimension,Call Diagnostic,Classification Reason,Reason the classification was assigned to the stream.,,
Dimension,Call Diagnostic,Test Call Type,"Indicates whether this call is a regular call or a test call. If it's a test call, this indicates the type of test call. <br/>**Possible Values:** NonTest, Silent, UserInitiated, Synthetic <br/>**Meanings:** <br/> NonTest – Regular Call <br/> Silent – Silent Test Call <br/> UserInitiated – User initiated test call <br/>Synthetic – ST endpoint-initiated call",,
Dimension,Session,Rtp Rtcp Mux,,,
Dimension,Session,Stun Version,Version of STUN protocol used for establishing the call.,,<br/>&bull; The endpoint didn't report data <br/> **Example value:** 2
Dimension,Session,Media Relay,"IP address for Media relay(s) used for the session. Might report a pair of relay separated by a '+' if the stream. <br/> **Example value:** ""13.107.8.2 + 13.107.8.2""",,&bull; The endpoints didn't report this data
Dimension,Session,Is Anonymous Join Session,"True if user joining conference was anonymous, False otherwise.",,&bull; No data to determine if user was joined anonymously or not
Dimension,Session,Has Media Diag Blob,"True if session had media diagnostics data, False otherwise.",,&bull; Some signaling data wasn't collected for this stream
Dimension,Session,Call Setup Failure Reason,"Classification of why media connection couldn't be established for a call. <br/>**Possible values:** <br/> **Missing FW Deep Packet Inspection Exemption Rule** - indicates that network equipment along the path likely prevented the media path from being established due to deep packet inspection rules, possibly due to proxy or firewall rules not being correctly configured. <br/> **Missing FW IP Block Exemption Rule** - indicates that network equipment along the path likely prevented the media path from being established to the Office 365 network, possibly due to proxy or firewall rules not being correctly configured to allow access to IP addresses and ports used for Skype for Business traffic. <br/> **Other** - indicates the media path for the call couldn't be established but the root cause couldn't be classified. <br/> Not Media Failure - indicates no issue is detected with the establishment of the media path.",,&bull; Call setup failed due to an unknown media issue
Dimension,Session,Session Type,Indicates if the call session type was a meeting (Conf) or peer-to-peer call (P2P) scenario. <br/> **Example value:** Conf,,
Dimension,Session,CDR Response Reason,"Provides the reason for a call session concluding, whether the call was successful or not, and allows for differentiation between incomplete calls (no answer, busy, declined) and failed calls (media establishment). 410 errors might not always correlate with a 'Failure' classification; due to identified exclusions, they might not be considered an impacting media failure. <br/> **Example value:** OK",,"<br/>&bull; A value of ""Other"" implies response code isn't diagnostically useful outside of Microsoft's engineering teams"
Dimension,UserData,First User ObjectId,The Active Directory object ID of the first endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,Second User ObjectId,The Active Directory object ID of the second endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,First MAC Address,The media access control (MAC) address of the first endpoint's network device. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,Second MAC Address,The media access control (MAC) address of the second endpoint's network device. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,First Sip Uri,The Session Initiation Protocol (SIP) URI of the first endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; Populated only for Skype for Business endpoints. <br/>&bull; User doesn't have permissions to view EUII.
Dimension,UserData,Second Sip Uri,The SIP URI of the first endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; Populated only for Skype for Business endpoints.<br/>&bull; User doesn't have permissions to view EUII.
Dimension,UserData,First Phone Number,The phone number of the first endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. The last four digits of PSTN numbers are always obfuscated in CQD irrespective of EUII viewing privileges.<br/> **Example value:** +1425555****,,&bull; Populated only for PSTN endpoints. <br/>&bull; User doesn't have permissions to view EUII.
Dimension,UserData,Second Phone Number,The phone number of the second endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access. The last four digits of PSTN numbers are always obfuscated in CQD irrespective of EUII viewing privileges.<br/> **Example value:** +1425555****,,&bull; Populated only for PSTN endpoints.<br/>&bull; User doesn't have permissions to view EUII.
Dimension,UserData,First UPN,The user principal name (UPN) of the first endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; Not all UserTypes have UPNs; include the First UserType or First User ObjectId dimensions to learn more about these endpoints.
Dimension,UserData,Second UPN,The user principal name (UPN) of the second endpoint's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; Not all UserTypes have UPNs; include the Second UserType or Second User ObjectId dimensions to learn more about these endpoints.
Dimension,UserData,First Feedback Text,"Verbatim feedback text, if any, provided by first endpoint's user at the end of a call. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.",,
Dimension,UserData,Second Feedback Text,"Verbatim feedback text, if any, provided by second endpoint's user at the end of a call. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.",,
Dimension,UserData,First Client Endpoint Name,The machine name of the first endpoint. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,Second Client Endpoint Name,The machine name of the second endpoint. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,
Dimension,UserData,First Endpoint Product Name,The product name of the first endpoint (either Skype for Business or Microsoft Teams).,,
Dimension,UserData,Second Endpoint Product Name,The product name of the second endpoint (either Skype for Business or Microsoft Teams).,,
Dimension,UserData,First UserType,"The type of user on the first endpoint. <br/> **Possible values:** User, Server, Anonymous, Application, PSTN, Voicemail, Unknown <br/> <br/>**Unknown** -   the default value if UserType can't be determined based on the info received. <br/>**PSTN** - a PSTN User. <br/>**Anonymous** - a Teams user or Skype for Business visitor. <br/>**Application** - a bot. <br/>**User** - a Microsoft Entra User, can be either Skype for Business User or Teams User. <br/>**Server** - for conferences, at least one side is a server. <br/>**Voicemail** - the endpoint was answered by the voicemail service.",,
Dimension,UserData,Second UserType,"The type of user on the second endpoint. <br/> **Possible values:** User, Server, Anonymous, Application, PSTN, Voicemail, Unknown <br/> <br/>**Unknown** -   the default value if UserType can't be determined based on the info received. <br/>**PSTN** - a PSTN User. <br/>**Anonymous** - a Teams user or Skype for Business visitor. <br/>**Application** - a bot. <br/>**User** - a Microsoft Entra User, can be either Skype for Business User or Teams User. <br/>**Server** - for conferences, at least one side is server. <br/>**Voicemail** - the endpoint was answered by voicemail service.",,
Dimension,UserData,Organizer ObjectId,The Active Directory object ID of the meeting organizer's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; User doesn't have permissions to view EUII. <br/>&bull; Record is older than 28 days.
Dimension,UserData,Organizer UPN,The user principal name (UPN) of the meeting organizer's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; User doesn't have permissions to view EUII. <br/>&bull; Record is older than 28 days.
Dimension,UserData,Organizer Sip Uri,The Session Initiation Protocol (SIP) URI of the meeting organizer's user. Only available for the past 28 days of data and only visible to users with roles allowing EUII access.,,&bull; Populated only for Skype for Business endpoints. <br/>&bull; User doesn't have permissions to view EUII. <br/>&bull; Record is older than 28 days.
Dimension,UserData,PII Scrubbed,Indicates if the end-user identifiable information was scrubbed from the record. This happens automatically after a record is 28 days old.,,
Dimension,Devices,First Capture Device Form Factor,The form factor of the audio capture device (microphone) on the first endpoint.,,&bull; Not reported by the endpoint.
Dimension,Devices,Second Capture Device Form Factor,The form factor of the audio capture device (microphone) on the first endpoint.,,&bull; Not reported by the endpoint.
Dimension,Devices,First Render Device Form Factor,The form factor of the audio capture device (speakers) on the first endpoint.,,&bull; Not reported by the endpoint.
Dimension,Devices,Second Render Device Form Factor,The form factor of the audio capture device (speakers) on the first endpoint.,,&bull; Not reported by the endpoint.
Dimension,Video,First Recv Resolution Height,Vertical resolution of the video stream received by the first endpoint.,,&bull; Stream isn't a video stream
Dimension,Video,Second Recv Resolution Height,Vertical resolution of the video stream received by the second endpoint.,,&bull; Stream isn't a video stream
Dimension,Video,First Recv Resolution Width,Horizontal resolution of the video stream received by the first endpoint.,,&bull; Stream isn't a video stream
Dimension,Video,Second Recv Resolution Width,Horizontal resolution of the video stream received by the second endpoint.,,&bull; Stream isn't a video stream
Dimension,Video,First Video Duration Seconds,"Duration of the first endpoint's video stream, measured in seconds and displayed as a range. <br/>**Example value:** 254: [1000 - 1500]",,&bull; Not reported by the endpoint.
Dimension,Video,Second Video Duration Seconds,"Duration of the second endpoint's video stream, measured in seconds and displayed as a range. <br/>**Example value:** 254: [1000 - 1500]",,&bull; Not reported by the endpoint.
Dimension,Video,First Recv Avg Freeze Duration,,,
Dimension,Video,Second Recv Avg Freeze Duration,,,
Dimension,Video,First Recv Rms Freeze Duration,,,
Dimension,Video,Second Recv Rms Freeze Duration,,,
Dimension,Video,First Recv Freeze Duration Percent,,,
Dimension,Video,Second Recv Freeze Duration Percent,,,
Dimension,Video,First Video Frame Rate Avg,,,
Dimension,Video,Second Video Frame Rate Avg,,,
Dimension,Video,First Video Bit Rate Avg,,,
Dimension,Video,Second Video Bit Rate Avg,,,
Dimension,Video,First Time To First Frame,,,
Dimension,Video,Second Time To First Frame,,,
Dimension,Video,First Video Bitrate Max,,,
Dimension,Video,Second Video Bitrate Max,,,
Dimension,PSTN,First PSTN Country Region,"If FirstIsCaller is true, First PSTN Country Region is the caller's country. If it's false, then Second PSTN Country region is the caller's country.<br/>**Example:** US",,
Dimension,PSTN,Second PSTN Country Region,"If FirstIsCaller is false, Second PSTN Country Region is the caller's country. If it's true, then First PSTN Country region is the caller's country.<br/>**Example:** US",,
Dimension,PSTN,PSTN Trunk FQDN,FQDN is the fully qualified domain name (FQDN) of the Session Border Controller (SBC).<br/>**Example:** sbcgw.contoso.com,,
Dimension,PSTN,PSTN Carrier Name,The company that is authorized by regulatory agencies to operate a telecommunications system.<br/>**Example:** Colt,,Direct Routing doesn't have a carrier. Only a calling plan has a carrier.
Dimension,PSTN,PSTN Call Type,This string combines the service type and call type.<br/><br/>Service type:<br/>user -> calling plan<br/>byot -> direct routing<br/>conf -> audio conferencing<br/>ucap -> voice app<br/>emergency -> emergency number<br/><br/>Call type:<br/>In -> inbound call<br/>Out -> outbound call<br/>Out_transfer -> outbound call gets transferred to third person<br/>Out_forward -> outbound call gets forwarded to third person<br/>Out_conf ->  outbound call with ad-hoc PSTN participant<br/><br/>**Example:** ByotIn,,
Dimension,PSTN,PSTN Connectivity Type,"PSTN connectivity type includes Direct Routing, Calling Plan, Operator Connect, or Teams Phone Mobile.<br/>**Example:** Direct Routing",,
Dimension,PSTN,PSTN Final SIP Code Phrase,The reason phrase corresponding to the SIP response code and Microsoft response code.<br/>**Example:** BYE,,
Dimension,PSTN,PSTN Call End Sub Reason,A response code sent out from the Microsoft component that indicates specific actions that occurred.<br/>**Example:** 540000,,
Dimension,PSTN,PSTN Event Type,An event type that provides telemetry.<br/>**Example:** End,,
Dimension,PSTN,PSTN Event Info Time,The time in UTC format when an outbound call starts from the Microsoft network or an inbound call reaches the Microsoft network.<br/>**Example:** 2020-02-06 20:57:53.1750000,,
Dimension,PSTN,PSTN MP Location,The Media Processor location will show the media path when in non-bypass mode.<br/>**Example:** USWE,,
Dimension,PSTN,PSTN Trunk Call Id,The SIP Call ID between the PSTN SIP Trunk and the SIP Proxy. Direct Routing customers can use this value to troubleshoot PSTN calling scenarios. Cross-reference the Trunk Call ID with the logs of the Session Border Controller or Media Gateway.,,
Dimension,PSTN,PSTN Trunk User Agent,"The manufacturer, device type, and software revision for the PSTN SIP trunk's Session Border Controller or Media Gateway.<br/>**Example:** Cisco-SIPGateway/IOS-17.9.4a",,
Dimension,PSTN,PSTN Trunk SBC Version,"The manufacturer, model name, and software revision for the PSTN SIP trunk's Session Border Controller or Media Gateway. <br/> **Example:** Cisco UBE/ISR4331/IOS-17.9.4a",,
Dimension,PSTN,PSTN Call End Reason,"A three-digit integer response code shows the final status of the call. <br/> For more information about SIP call end reasons, see the [List of SIP response codes](https://www.wikipedia.org/wiki/List_of_SIP_response_codes). <br/>**Example:** 404",,
Dimension,PSTN,Is PSTN Conferencing,Indicates if a call or stream was involved in a PSTN conferencing scenario,,
Dimension,Voice Apps (Preview),Auto Attendant Identity,Name of the resource account attached to the Auto Attendant.,,&bull; User doesn't have permissions to view EUII. <br/>&bull; Record is older than 28 days.
Dimension,Voice Apps (Preview),Auto Attendant Chain Index,Order of the Auto Attendant in the call.,,
Dimension,Voice Apps (Preview),Auto Attendant Chain Start Time,The Auto Attendant call start time and date.,,
Dimension,Voice Apps (Preview),Auto Attendant Chain Duration Seconds,"The duration of the call in the Auto Attendant, measured in seconds.",,
Dimension,Voice Apps (Preview),Auto Attendant Caller Action Count,Count of actions selected by the caller in an Auto Attendant during the call.,,
Dimension,Voice Apps (Preview),Auto Attendant Call Flow,Encapsulates the different states of the Auto Attendant call.,,
Dimension,Voice Apps (Preview),Auto Attendant Transfer Action,The call transfer target type.,,
Dimension,Voice Apps (Preview),Auto Attendant Call Result,Final call result with the Auto Attendant.,,
Dimension,Voice Apps (Preview),Auto Attendant Directory Search Method,The last address book search method used.,,
Dimension,Voice Apps (Preview),Auto Attendant Count,Number of Auto Attendants involved in the call.,,
Dimension,Voice Apps (Preview),Call Queue Identity,Name of the resource account attached to the Call Queue.,,&bull; User doesn't have permissions to view EUII. <br/>&bull; Record is older than 28 days.
Dimension,Voice Apps (Preview),Call Queue Is Conference Mode,"If True, Call Queue is configured to use conference mode otherwise Call Queue is configured to use transfer mode.",,
Dimension,Voice Apps (Preview),Call Queue Agent Count,Number of agents configured in the queue.,,
Dimension,Voice Apps (Preview),Call Queue Agent Opt In Count,Number of configured agents that have opted into the queue.,,
Dimension,Voice Apps (Preview),Call Queue Target Type,The call redirection target type.,,
Dimension,Voice Apps (Preview),Call Queue Call Result,The Call Queue call final state.,,
Dimension,Voice Apps (Preview),Call Queue Final State Action,The Call Queue final action.,,
Dimension,Voice Apps (Preview),Call Queue Timed Out Time,The configured timed out value for the Call Queue.,,
Dimension,Voice Apps (Preview),Transferred From Call Queue Identity,,,
Dimension,Voice Apps (Preview),Is Auto Attendant Involved,"If True, an Auto Attendant was involved in a given call or stream.",,
Dimension,Voice Apps (Preview),Is Call Queue Involved,"If True, a Call Queue was involved in a given call or stream.",,
Dimension,Meeting,Scheduling Source App Id,The AppID of the first or third-party scheduling client that booked the meeting.,,The scheduling client hasn't provided this parameter through its telemetry.
Dimension,Meeting,Total User Count,Total number of unique users associated with a query.,,
Dimension,Common,First ACS Resource ID,Immutable resource identifier of the Azure Communication Service associated with the first endpoint. <br/> **Example:** 00000000-0000-0000-0000-000000000000,,Endpoint isn't using Azure Communication Services APIs
Dimension,Common,Second ACS Resource ID,Immutable resource identifier of the Azure Communication Service associated with the second endpoint. <br/> **Example:** 00000000-0000-0000-0000-000000000000,,Endpoint isn't using Azure Communication Services APIs
Dimension,Teams Events,Teams Events Meeting Role,Identifies if the user was an Attendee in a Teams Event,,
Dimension,Teams Events,Teams Events Attendee ECDN Name,Identifies the Enterprise Content Delivery Network (eCDN) to which the attendee was connected when viewing the event,,
Dimension,Teams Events,Teams Events Attendee ECDN Script Load Error,Provides the reason and relevant URL for when script load errors are encountered by attendees.,,
Dimension,Teams Events,Teams Events Attendee Stream Retry Count,The number of retries per minute that occurred while an attendee was watching an event stream.,,
Dimension,Teams Events,Meeting Type,Indicates whether a meeting was a regular Teams meeting or a Teams Live Event.,,
Dimension,Teams Events,Teams Events Time To Connect Media,The amount of time required for playback to begin after signaling has completed.,,
Dimension,Teams Events,Teams Events Attendee Stream Buffering Rate,Indicates the ratio of the stream spent waiting for video buffering versus the overall stream playback time.,,
